date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:17	1018/1018	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/css/owl.theme.default.min.css	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/css/owl.theme.default.min.css	(from https://datrics.themetags.com/)
16:44:19	99607/99607	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20Mar%202020%2012:44:13%20GMT	https://datrics.themetags.com/css/style.css	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/css/style.css	(from https://datrics.themetags.com/)
16:44:20	3466/3466	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/css/responsive.css	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/css/responsive.css	(from https://datrics.themetags.com/)
16:44:21	60498/60498	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2013:07:28%20GMT	https://datrics.themetags.com/index.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-2.html	(from https://datrics.themetags.com/)
16:44:22	1080/1080	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Mar%202020%2009:40:31%20GMT	https://datrics.themetags.com/img/logo-white.png	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/logo-white.png	(from https://datrics.themetags.com/)
16:44:24	50055/50055	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2013:05:44%20GMT	https://datrics.themetags.com/index-2.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-3.html	(from https://datrics.themetags.com/)
16:44:25	46208/46208	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2013:07:13%20GMT	https://datrics.themetags.com/index-3.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-4.html	(from https://datrics.themetags.com/)
16:44:26	51281/51281	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2013:09:02%20GMT	https://datrics.themetags.com/index-4.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-5.html	(from https://datrics.themetags.com/)
16:44:27	65588/65588	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2013:00:49%20GMT	https://datrics.themetags.com/index-5.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-6.html	(from https://datrics.themetags.com/)
16:44:29	63371/63371	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/index-6.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/index-7.html	(from https://datrics.themetags.com/)
16:44:30	43981/43981	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/about-us.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/about-us.html	(from https://datrics.themetags.com/)
16:44:31	29009/29009	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:17%20GMT	https://datrics.themetags.com/services.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/services.html	(from https://datrics.themetags.com/)
16:44:33	38912/38912	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/team.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/team.html	(from https://datrics.themetags.com/)
16:44:34	25089/25089	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/team-single.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/team-single.html	(from https://datrics.themetags.com/)
16:44:35	23624/23624	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/project-details.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/project-details.html	(from https://datrics.themetags.com/)
16:44:37	28364/28364	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:17%20GMT	https://datrics.themetags.com/services-details.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/services-details.html	(from https://datrics.themetags.com/)
16:44:38	11511/11511	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/basic-login.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/basic-login.html	(from https://datrics.themetags.com/)
16:44:39	7739/7739	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/login.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/login.html	(from https://datrics.themetags.com/)
16:44:40	12651/12651	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:17%20GMT	https://datrics.themetags.com/basic-sign-up.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/basic-sign-up.html	(from https://datrics.themetags.com/)
16:44:42	8840/8840	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/sign-up.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/sign-up.html	(from https://datrics.themetags.com/)
16:44:43	6664/6664	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:14%20GMT	https://datrics.themetags.com/password-reset.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/password-reset.html	(from https://datrics.themetags.com/)
16:44:44	7282/7282	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/change-password.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/change-password.html	(from https://datrics.themetags.com/)
16:44:46	20111/20111	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/download.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/download.html	(from https://datrics.themetags.com/)
16:44:47	23807/23807	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/review.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/review.html	(from https://datrics.themetags.com/)
16:44:48	27831/27831	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/faq.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/faq.html	(from https://datrics.themetags.com/)
16:44:50	4584/4584	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:14%20GMT	https://datrics.themetags.com/404.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/404.html	(from https://datrics.themetags.com/)
16:44:51	5178/5178	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/coming-soon.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/coming-soon.html	(from https://datrics.themetags.com/)
16:44:52	5345/5345	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/thank-you.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/thank-you.html	(from https://datrics.themetags.com/)
16:44:54	40706/40706	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/project.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/project.html	(from https://datrics.themetags.com/)
16:44:55	26329/26329	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/blog-default.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-default.html	(from https://datrics.themetags.com/)
16:44:56	24769/24769	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/blog-no-sidebar.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-no-sidebar.html	(from https://datrics.themetags.com/)
16:44:57	27660/27660	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/blog-left-sidebar.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-left-sidebar.html	(from https://datrics.themetags.com/)
16:44:59	27663/27663	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:16%20GMT	https://datrics.themetags.com/blog-right-sidebar.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-right-sidebar.html	(from https://datrics.themetags.com/)
16:45:00	32410/32410	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/blog-right-sidebar-2.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-right-sidebar-2.html	(from https://datrics.themetags.com/)
16:45:01	31292/31292	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:14%20GMT	https://datrics.themetags.com/blog-single-left-sidebar.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-single-left-sidebar.html	(from https://datrics.themetags.com/)
16:45:03	31295/31295	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:17%20GMT	https://datrics.themetags.com/blog-single-right-sidebar.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/blog-single-right-sidebar.html	(from https://datrics.themetags.com/)
16:45:04	23084/23084	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202020%2012:42:15%20GMT	https://datrics.themetags.com/contact-us.html	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/contact-us.html	(from https://datrics.themetags.com/)
16:45:05	52462/52462	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2021%20Mar%202020%2020:04:26%20GMT	https://datrics.themetags.com/img/bg-illustration.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/bg-illustration.svg	(from https://datrics.themetags.com/)
16:45:07	2304/2304	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/img/hero-bottom-shape.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/hero-bottom-shape.svg	(from https://datrics.themetags.com/)
16:45:08	24305/24305	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2021%20Mar%202020%2022:58:28%20GMT	https://datrics.themetags.com/img/hero-animation-01.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/hero-animation-01.svg	(from https://datrics.themetags.com/)
16:45:09	127707/127707	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2021%20Mar%202020%2020:18:48%20GMT	https://datrics.themetags.com/img/hero-single-img-5.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/hero-single-img-5.svg	(from https://datrics.themetags.com/)
16:45:11	72543/72543	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/img/hero-single-img-1.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/hero-single-img-1.svg	(from https://datrics.themetags.com/)
16:45:12	2935/2935	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/consult.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/consult.svg	(from https://datrics.themetags.com/)
16:45:13	3750/3750	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/machine-learning.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/machine-learning.svg	(from https://datrics.themetags.com/)
16:45:14	14361/14361	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/data-analytics.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/data-analytics.svg	(from https://datrics.themetags.com/)
16:45:16	2650/2650	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/data-security.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/data-security.svg	(from https://datrics.themetags.com/)
16:45:17	9573/9573	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/artificial-intelligence.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/artificial-intelligence.svg	(from https://datrics.themetags.com/)
16:45:18	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Mar%202020%2008:32:21%20GMT	https://datrics.themetags.com/img/internet-things.svg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/internet-things.svg	(from https://datrics.themetags.com/)
16:45:20	135615/135615	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Mar%202020%2011:58:44%20GMT	https://datrics.themetags.com/img/slider-img-2.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/slider-img-2.jpg	(from https://datrics.themetags.com/)
16:45:21	54591/54591	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:13:47%20GMT	https://datrics.themetags.com/img/portfolios/3.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/3.jpg	(from https://datrics.themetags.com/)
16:45:23	69923/69923	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:13:07%20GMT	https://datrics.themetags.com/img/portfolios/2.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/2.jpg	(from https://datrics.themetags.com/)
16:45:24	87748/87748	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:14:48%20GMT	https://datrics.themetags.com/img/portfolios/4.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/4.jpg	(from https://datrics.themetags.com/)
16:45:25	102541/102541	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:12:15%20GMT	https://datrics.themetags.com/img/portfolios/1.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/1.jpg	(from https://datrics.themetags.com/)
16:45:27	79738/79738	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:15:39%20GMT	https://datrics.themetags.com/img/portfolios/5.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/5.jpg	(from https://datrics.themetags.com/)
16:45:28	50876/50876	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2018:14:17%20GMT	https://datrics.themetags.com/img/portfolios/6.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/portfolios/6.jpg	(from https://datrics.themetags.com/)
16:45:29	108747/108747	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2017:26:26%20GMT	https://datrics.themetags.com/img/blog/1.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/blog/1.jpg	(from https://datrics.themetags.com/)
16:45:31	118465/118465	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2017:27:45%20GMT	https://datrics.themetags.com/img/blog/2.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/blog/2.jpg	(from https://datrics.themetags.com/)
16:45:32	96256/96256	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2017:28:56%20GMT	https://datrics.themetags.com/img/blog/3.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/blog/3.jpg	(from https://datrics.themetags.com/)
16:45:32	12898/12898	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/img/client-1.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/client-1.jpg	(from https://datrics.themetags.com/)
16:45:34	14141/14141	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/img/client-2.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/client-2.jpg	(from https://datrics.themetags.com/)
16:45:35	13406/13406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/img/client-3.jpg	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/client-3.jpg	(from https://datrics.themetags.com/)
16:45:37	26587/26587	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Mar%202020%2012:05:24%20GMT	https://datrics.themetags.com/img/team-1.png	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/team-1.png	(from https://datrics.themetags.com/)
16:45:38	26010/26010	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Mar%202020%2012:07:30%20GMT	https://datrics.themetags.com/img/team-3.png	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/team-3.png	(from https://datrics.themetags.com/)
16:45:39	27345/27345	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Mar%202020%2012:08:14%20GMT	https://datrics.themetags.com/img/team-2.png	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/img/team-2.png	(from https://datrics.themetags.com/)
16:45:41	88145/88145	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/js/jquery-3.4.1.min.js	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/js/jquery-3.4.1.min.js	(from https://datrics.themetags.com/)
16:45:42	21007/21007	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/js/popper.min.js	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/js/popper.min.js	(from https://datrics.themetags.com/)
16:45:43	58078/58078	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/js/bootstrap.min.js	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/js/bootstrap.min.js	(from https://datrics.themetags.com/)
16:45:44	20219/20219	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/js/jquery.magnific-popup.min.js	(from https://datrics.themetags.com/)
16:45:45	2301/2301	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Mar%202020%2007:50:15%20GMT	https://datrics.themetags.com/js/jquery.easing.min.js	C:/My%20Web%20Sites/Datrics%20-%20Data%20Science%20and%20Big%20Data%20Analytics%20HTML%20Template/datrics.themetags.com/js/jquery.easing.min.js	(from https://datrics.themetags.com/)
